scores
47
42
43
42
57
42
42
42
43
42
42
43
42
42
50
42
43
43
42
52
42
53
53
51
42
42
42
42
42
52
44
50
42
42
42
51
57
43
53
73
42
44
43
65
44
43
50
50
71
43
42
68
42
42
43
42
51
50
42
51
43
42
61
42
71
59
42
43
59
42
43
42
42
43
42
42
52
49
43
42
42
42
42
53
43
42
49
42
58
53
42
42
65
59
42
42
52
43
42
50
53
56
50
42
59
42
42
42
63
42
42
42
42
43
42
65
42
42
50
42
63
43
42
58
42
42
52
50
68
43
42
42
51
53
42
53
42
43
42
74
42
52
42
50
60
54
50
53
42
52
42
42
43
42
54
43
42
57
42
66
42
42
42
53
43
51
43
43
42
61
67
49
43
42
42
42
55
42
61
42
42
50
42
42
54
56
42
49
43
50
42
49
52
57
42
69
42
86
50
49
50
52
42
43
42
42
42
56
42
56
42
42
57
42
52
42
42
51
42
43
62
58
58
54
52
57
53
50
51
42
43
43
48
42
42
42
67
62
43
43
42
50
61
59
59
50
53
60
55
71
47
43
52
49
42
52
42
42
49
60
42
43
42
42
43
43
55
43
42
43
42
42
57
43
42
65
61
52
50
43
55
51
42
78
42
43
42
42
93
43
42
42
42
73
42
43
51
42
42
54
54
75
43
42
42
48
43
50
67
42
59
51
43
51
49
59
68
61
42
58
43
42
60
52
52
43
43
58
43
42
60
52
54
52
44
71
42
42
85
42
50
68
43
42
60
51
51
42
53
42
42
50
50
42
42
58
42
49
60
43
42
42
42
42
42
43
42
59
61
42
52
52
42
42
42
51
52
42
44
49
44
43
43
42
52
50
52
72
43
56
43
43
43
61
99
42
42
44
52
42
43
43
70
42
76
59
92
42
59
44
56
65
62
42
64
52
85
43
43
42
58
43
42
43
50
68
52
75
57
43
76
43
43
42
43
49
43
51
42
42
50
42
43
77
49
42
51
43
44
42
52
42
52
43
50
42
43
51
79
42
50
59
58
60
55
44
50
63
43
43
60
43
43
42
42
43
42
43
68
56
62
52
60
67
67
50
43
84
57
53
54
57
64
43
43
59
58
67
42
43
43
43
54
43
42
111
43
50
58
42
68
56
54
42
43
42
64
62
59
57
78
43
43
43
116
43
65
52
54
51
43
42
68
67
86
50
79
74
42
51
52
51
44
42
43
42
52
53
47
51
43
58
42
42
55
54
42
108
42
42
42
57
89
59
57
109
42
43
42
59
48
69
51
50
73
193
52
43
62
51
43
50
91
50
84
42
42
76
56
42
42
42
56
58
59
51
66
56
50
52
51
51
97
52
67
42
76
42
58
43
86
42
42
52
52
42
42
73
72
51
89
42
44
42
60
74
73
60
42
130
42
49
49
44
42
42
52
52
58
49
106
42
86
61
69
42
42
52
51
80
64
43
65
42
52
71
72
42
51
43
52
125
51
43
42
57
42
42
57
60
53
68
60
62
74
43
92
42
90
42
58
59
42
53
52
42
42
76
62
77
52
52
52
48
42
50
53
43
51
51
43
98
42
42
43
61
42
49
57
74
42
66
53
42
43
122
49
42
59
42
53
57
66
79
43
44
73
83
52
72
75
105
83
98
52
44
52
43
67
43
52
105
101
48
49
43
51
52
61
42
51
61
42
67
51
42
76
120
61
51
42
67
67
43
99
82
112
43
42
90
92
70
56
85
79
77
78
60
99
86
42
64
90
113
57
151
52
56
52
80
44
67
42
60
67
42
67
52
57
62
83
65
50
119
75
53
43
56
42
53
42
107
42
43
42
78
63
42
43
62
68
59
52
64
78
68
43
42
49
100
92
54
145
42
74
88
97
95
115
168
49
69
100
74
50
52
69
42
76
105
76
42
43
48
43
59
68
90
42
42
53
42
53
51
42
42
50
61
52
57
61
43
66
84
44
51
67
67
42
77
42
42
42
42
50
42
42
72
42
86
52
134
42
74
66
52
49
82
42
78
57
64
55
57
130
64
76
55
42
50
62
42
42
43
42
42
55
42
50
43
42
42
51
42
72
72
42
62
42
50
42
42
68
51
51
100
58
43
42
43
52
42
52
43
60
52
67
51
42
42
42
42
67
43
42
42
57
43
43
42
59
80
42
43
60
81
42
84
43
58
54
42
42
42
43
42
75
42
43
60
42
42
69
43
42
42
42
42
58
88
42
64
42
118
42
42
42
63
59
42
43
43
82
73
42
43
42
42
52
78
43
75
49
53
43
59
66
43
42
55
42
61
43
43
63
77
53
65
42
42
43
53
74
42
71
50
42
49
50
42
42
42
107
51
42
43
42
42
52
42
57
53
42
57
50
42
42
42
65
42
52
62
42
59
43
42
42
42
43
52
42
65
43
49
60
42
42
80
51
62
52
42
42
42
42
50
43
60
43
52
48
55
42
42
71
73
70
42
63
74
53
95
42
71
43
49
51
42
42
42
42
54
42
65
42
42
55
42
42
42
57
42
50
52
52
53
82
42
69
43
77
55
64
56
42
50
43
50
51
73
52
73
43
43
53
89
43
43
42
57
44
49
49
50
42
59
57
42
53
53
42
42
48
42
51
42
42
43
42
43
42
42
43
52
43
42
44
42
42
48
43
43
42
87
44
50
52
43
42
54
49
42
52
42
90
52
61
63
51
42
51
43
57
51
42
43
57
53
44
44
42
42
42
59
52
64
42
76
42
42
57
42
63
43
64
62
42
55
54
53
53
66
56
42
60
43
42
42
43
50
72
42
54
52
43
60
59
42
43
51
42
68
42
43
66
42
42
59
49
42
42
42
54
43
43
53
42
67
64
43
105
59
52
53
